# scope 实时采样  2026-09-17 01:19:34
# 电机=[1, 2]  目标=20Hz
# 角度 度 / 电压 mV / 电流 mA / speed_rpm 带符号
t_s,addr,bus_mv,phase_ma,encoder,target_deg,speed_rpm,pos_deg,err_deg,homing_flags,motor_status
9.125477,2,11067,60,3256,177.5665283203125,0,177.5665283203125,0.0,3,3
9.171421,1,10968,14,27158,160.6256103515625,0,160.6365966796875,-0.0054931640625,3,3
9.173806,2,11061,61,3256,177.5665283203125,0,177.5665283203125,0.0,3,3
9.228682,1,10973,15,27158,160.6256103515625,0,160.6365966796875,-0.0054931640625,3,3
9.256097,2,11083,59,3256,177.5665283203125,0,177.5665283203125,0.0,3,3
9.289146,1,10974,14,27158,160.6256103515625,0,160.6365966796875,-0.0054931640625,3,3
9.316146,2,11105,60,3256,177.5665283203125,0,177.5665283203125,0.0,3,3
9.364236,1,10964,15,27158,160.6256103515625,0,160.6365966796875,-0.0054931640625,3,3
9.365713,2,11085,60,3256,177.5665283203125,0,177.5665283203125,0.0,3,3
9.450302,1,10968,15,27158,160.6256103515625,0,160.6365966796875,-0.0054931640625,3,3
9.453201,2,11036,60,3256,177.5665283203125,0,177.5665283203125,0.0,3,3
9.504209,1,10963,15,27158,160.6256103515625,0,160.6365966796875,-0.0054931640625,3,3
9.505833,2,11086,59,3256,177.5665283203125,0,177.5665283203125,0.0,3,3
9.560414,1,10960,15,27158,160.6256103515625,0,160.6365966796875,-0.0054931640625,3,3
9.594414,2,11113,57,3256,177.5665283203125,0,177.5665283203125,0.0,3,3
9.639307,1,10969,15,27158,160.6256103515625,0,160.6365966796875,-0.0054931640625,3,3
9.641491,2,11056,58,3256,177.5665283203125,0,177.5665283203125,0.0,3,3
9.693729,1,10987,15,27158,160.6256103515625,0,160.6365966796875,-0.0054931640625,3,3
9.695733,2,11079,58,3256,177.5665283203125,0,177.5665283203125,0.0,3,3
9.782777,1,10945,15,27158,160.6256103515625,0,160.6365966796875,-0.0054931640625,3,3
9.784751,2,11130,58,3256,177.5665283203125,0,177.5665283203125,0.0,3,3
9.839573,1,11003,15,27158,160.6256103515625,0,160.6365966796875,-0.0054931640625,3,3
9.841573,2,11067,58,3256,177.5665283203125,0,177.5665283203125,0.0,3,3
9.8926,1,10951,16,27158,160.6256103515625,0,160.6365966796875,-0.0054931640625,3,3
9.895598,2,11074,58,3256,177.5665283203125,0,177.5665283203125,0.0,3,3
